title,author,publish_date,keywords,description
해외결제 보이스피싱 사기 #해외 결제확인 위장문자하고 진짜 결제확인 문자 비교하기  #보이스피싱 당할뻔했다 #Phone scam #電話詐騙,망고냥이&life,2021-11-09,"['보이스피싱', '해외 결제확인 위장문자', '보이스피싱 당할뻔했', '최신 보이스피싱', '연변 보이스피싱', '연변 사기꾼', '연변 목소리 보이스비싱', '전화사기', '전화 보이스피싱', '문자 보이스피싱', '해외 결제확인', '해외 결제 확인 문자 보이스피싱', '검찰위장 사기', '경찰위장사기', '경찰위장', '검찰위장', '카드사 위장', '카드사 보이스피싱', '보이스피싱 신고', '보이스피싱 신고처']","금융감독원 보이스피싱 신고 
https://www.fss.or.kr/fss/vstop/avoid/voice_w.jsp

바로 이 목소리 목록 
https://phishing-keeper.fss.or.kr/fss/vstop/avoid/this_voice_l.jsp





본 음성은 인공지능 성우 서비스 타입캐스트에서 제작되었습니다. 
인공지능 성우 개나리
https://typecast.ai?attribution=6134d9167eb720fddd406398"
속였다 생각했는데…'임자 만난' 보이스피싱범 (2020.09.17/뉴스데스크/MBC),MBCNEWS,2020-09-17,"['MBC', 'MBC뉴스', '뉴스데스크', 'newsdesk', '뉴스투데이', 'newstoday', '8시뉴스', '아침뉴스', '뉴스', '정오뉴스', 'news', '보이스피싱', '부산', '지역M']","부산의 한 시민이 친구를 상대로 전화 금융 사기, 이른바 보이스피싱을 한 조직원을 붙잡아서 경찰에 넘겼습니다.보이스 피싱에 넘어간 척 하면서 직접 만나서 현금을 건냈고, 이들이 돈을 세는 틈을 타서 현장을 덮친 건데요.

https://imnews.imbc.com/replay/2020/nwdesk/article/5913303_32524.html

#보이스피싱 #부산 #지역M"
하필 경찰서에 “나 검사인데”…보이스 피싱범 검거 / KBS뉴스(News),KBS News,2020-06-09,"['보이스피싱', '경찰서', '수금책', '전화사기', '강원도', '검사사칭', '강릉경찰서', '전화금융사기', '말레이시아인', 'KBS', '뉴스', '뉴스광장']","검사를 사칭해 수천만 원의 돈을 가로채려던 전화사기, 보이스 피싱 조직의 외국인 수금책이 붙잡혔는데요. 이 조직이 사기를 치려고 전화를 건 곳이 하필 경찰서였습니다.

▣ 기사 더보기 : https://bit.ly/2htjyxS

▣ KBS 뉴스 보기
◇ PC : http://news.kbs.co.kr
◇ 모바일 : http://mn.kbs.co.kr

▣ 제보안내
◇ 카카오톡에서 'KBS뉴스' 검색
◇ 전화: 02-781-1234
◇ 홈페이지: https://goo.gl/4bWbkG
◇ 이메일: kbs1234@kbs.co.kr

▣ KBS뉴스 유튜브 구독하기 : https://goo.gl/qCWZjZ
▣ KBS뉴스 유튜브 커뮤니티 : https://goo.gl/6yk

#경찰서 #보이스피싱 #보이스피싱범"
고액 알바? 보이스피싱 수거책!…연예인도 낚였다 / KBS  2022.07.12.,KBS News,2022-07-12,"['KBS', 'KBS NEWS', 'KBS 뉴스9', 'KBS뉴스', 'NEWS', 'format:리포트', 'genre:사회', 'location:사회부', 'person:현예슬', 'series:뉴스 9', 'source:영상', 'type:방송', '뉴스', '뉴스9', '연예인', '보이스피싱', '불구속', '연루', '일자리 광고']","고액의 일당을 준다는 말에 현혹돼 보이스피싱 범죄에 가담하는 일이 잇따르고 있습니다. 최근엔 한 연예인까지 연루되는 일이 있었는데요. 일자리 광고에 턱없이 좋은 조건을 내세운다면, 반드시 의심해야 합니다. 현예슬 기자가 취재했습니다.

 [리포트]

 2010년대 중반, 역사를 다룬 창작 뮤지컬에서 주연으로 활약했던 A 씨.

 유명 밴드 그룹 출신에서 연기자로 변신하며 한때 폭넓게 활동했습니다. 

 그런데, 지난달 16일  A 씨가 경기도 여주경찰서를 찾아 자수했습니다.

 현금 6백만 원을 누군가에게 전달하는  일을 하게 됐는데, 돈을 받는 순간 보이스피싱 '수거책' 역할이라는 생각이 들었다고 진술한 것으로 전해졌습니다.

 A 씨는 인터넷 구인 사이트에서 '고액 단기 일자리' 광고를 보고, 여주까지 이동해 일을 했던 것으로 드러났습니다.

 경찰서에서 피해자를 만나 현금을 모두 돌려줬지만, 경찰은 A 씨를 사기 혐의로 불구속 입건했습니다.

 A 씨를 꾀어낸 것과 비슷한 고액 일자리 광고는 여전히 구인 사이트에 넘쳐납니다.

 광고에 있는 연락처로 연락하면 비대면 면접이 이뤄집니다.

 '거래처에 가서 판매 대금을 받아오는 일', '아주 간단하고 쉬운 일' 이라는 식으로 설명하고, 미심쩍어하면 전화로 설득에 나섭니다.

 [수거책 모집 상담/음성변조 : ""(그러면 뭐 어떤 일을 정확히 하는 건가요?) 본인이 살고 계신 지역에서 1시간 정도 거리를 왔다 갔다 할 거예요. 하루에 최소 2건을 보장해 드리고. 최소 20만 원 정도는 버실 수 있습니다. 4대 보험도 가입해 드려요.""]

 모집 방식은 그때그때 달라지기도 합니다.

 경찰은 실체를 잘 몰랐더라도 보이스피싱에 가담하는 순간 처벌은 피할 수 없다며, 고액 일자리 광고를 주의하라고 당부했습니다.

 KBS 뉴스 현예슬입니다.

 영상편집:박상규/그래픽:최창준

▣ KBS 기사 원문보기 : http://news.kbs.co.kr/news/view.do?ncd=5507713

▣ 제보 하기
◇ 카카오톡 : 'KBS제보' 검색
◇ 전화 : 02-781-1234
◇ 홈페이지 : https://goo.gl/4bWbkG
◇ 이메일 : kbs1234@kbs.co.kr

#연예인 #보이스피싱 #불구속"
전국 돌며 보이스피싱 피해액 조직에 전달한 부부 입건,우리동네 B tv 전주,2021-07-23,[],"전주 완산경찰서는 전국을 돌며
보이스피싱 피해액을 가로채 조직에 전달한
부부를 붙잡아 입건했습니다.

아내 33살 A씨 등은
올 초부터 경기와 충남, 전남,
전북 등을 돌며 보이스피싱 피해액
1억 3천여만 원을 가로챈 혐의를
받고 있습니다.

이들 부부는
건당 일정 비율의 수수료를 받고
보이스피싱 피해액을 전달한 것으로
확인됐습니다."
놈들은 다 계획이 있다…부모님 위해 만든 보이스피싱 총정리 / SBS,SBS 뉴스,2022-04-12,"['KOREA NEWS', 'Korean News', 'News Network', 'SBS NEWS', 'SBS 뉴스', 'SEOUL BROADCASTING SYSTEM', '대한민국 뉴스', '서울 방송', '에스비에스']","""요즘 누가 그런 걸 당해"", 이 방심을 보이스피싱 범죄조직은 파고듭니다. 코로나 시국, 대통령 선거 등 사람들의 관심사를 따라가며 지능화되는 보이스피싱. 이젠 어색한 한국어 말투도, 정형화된 시나리오도 없습니다. 하지만 수법이 제각기여도 놈들이 주로 사용하는 패턴이 있습니다. 놈들의 수법부터 대처법까지, 경찰과 금융감독원이 함께 알려드립니다.

(구성: 백운 김유미 / 영상취재: 홍종수 / 편집: 조윤진 / CG: 안지현 전해리 / 제작: SBS Digital 탐사제작부)

#SBS뉴스 #보이스피싱 #금융사기

▶SBS 뉴스 채널 구독하기 : https://n.sbs.co.kr/youtube 
▶SBS 뉴스 라이브 : https://n.sbs.co.kr/youtubeLive , https://n.sbs.co.kr/live 

▶SBS 뉴스 제보하기
홈페이지: https://n.sbs.co.kr/inform 
애플리케이션: 'SBS뉴스' 앱 설치하고 제보 - https://n.sbs.co.kr/App 
카카오톡: 'SBS뉴스'와 친구 맺고 채팅 - https://pf.kakao.com/_ewsdq/chat 
페이스북: 'SBS뉴스' 메시지 전송 - https://www.facebook.com/sbs8news 
이메일: sbs8news@sbs.co.kr 
문자: #6000 
전화: 02-2113-6000 

홈페이지: https://news.sbs.co.kr/ 
페이스북: https://www.facebook.com/sbs8news 
트위터: https://www.twitter.com/sbs8news
카카오톡: https://pf.kakao.com/_ewsdq
인스타그램: https://www.instagram.com/sbsnews"
보이스피싱 잡은 '연기파' 할아버지,노컷브이,2016-04-20,"['nocutV', '노컷V', 'CBS', '스마트뉴스', '보이스피싱', '할아버지', '김제', '제갈량', '김현정', '뉴스쇼']","[보이스피싱 잡은 '연기파' 할아버지] 고령의 어르신들에게 걸려오는 악마의 전화. 바로 보이스피싱이죠. 어르신들이 받았다 하면 많이 속아 넘어 가십니다. 

그런데 지난 18일 전북 김제에서는 반전이 있었습니다. 

70대 한 할아버님이 보이스피싱 전화를 받고 감쪽같이 연기를 해서 이 조직을 잡아버린 겁니다. 

김제의 제갈량이 된 할아버지. CBS 김현정의 뉴스쇼에 나와 인터뷰를 했습니다. 직접 할아버지의 이야기를 들어보시죠."
"이 영상 안보면 무조건 당하는 신종 보이스피싱,내 번호 그대로,귀농귀촌,전원생활,귀촌부부,촌집,나는자연인이다,시골빈집",달그닥TV,2022-04-15,"['전국 시골 빈집', '전원생활', '단독주택', '시골집', '시골집임대', '시골 주택', '시골집 구하기', '귀농', '시골 빈집', '시골 땅 매매', '시골 주택 매매', '촌집 매매', '촌집', '달그닥', '달그닥tv', '달그락', '달그락tv', '농가 주택', '주택', '주택 매매', '전원 주택', '전원 주택 매매', '귀촌', '땅', '노후준비', '인생2막', '농사', '귀향', '요리', '주부', '여행', '일상', '브이로그', '가정주부', '엄마', '가족', '사랑', '실천', '가정', '댕댕이', '냥이', '고양이', '강아지', '시골', '퇴사', '은퇴', '삶', '김치', '건강', 'korea', '매매', '미생', '미니멀라이프', '낚시', '캠핑', '유튜버', '부동산', '귀농귀촌', '전원', '토지', '촌', '빈집', '시골 살아보기', '귀촌부부', '시골 일상', '귀촌 브이로그', '단독주택 리모델링', '단독주택 인테리어', 'DIY', '보이스피싱', '신종보이스피싱', '아이폰', '안드로이드', '무조건 당합니다', '엄마 전화']","▶달그닥TV 소통 이메일 : otb7979@gmail.com 
▶달그닥TV 소통 카카오톡 ㄴ 친구추가_ID로 추가 : ekfrmekr79(달그닥79) 로 검색하세요
▶달그닥TV 응원, 영상 제작 후원하기 : 3333079949767 카카오뱅크 임미옥
                                                                120-890673-39607 KEB하나은행 임미옥

이 영상 안보면 무조건 당하는 신종 보이스피싱,내 번호 그대로,귀농귀촌,전원생활,귀촌부부,촌집,나는자연인이다,시골빈집
#귀농귀촌 #전원주택 #신종보이스피싱

달그닥TV 채널에 가입하여 혜택을 누려보세요.
https://www.youtube.com/channel/UCuAEegkcpCTs64hd0VwwVOA

-------------------------------------------------------------------------------------------------------------------
타입캐스트
본 음성은 인공지능 성우 서비스 타입캐스트에서 제작되었습니다.
인공지능 성우 이승주 기자, 언니
https://typecast.ai

Music provided by 브금대통령
Track : Summary - https://youtu.be/0v5q3wV8IUQ
Track : 승리를 향하여 - https://youtu.be/FWFxzXhxBZ4 
-------------------------------------------------------------------------------------------------------------------"
리얼상황 보이스피싱 2020년 최신수법 통화내용입니다. 꼭 보세요,잔잔tv,2020-08-07,"['보이스피싱실제통화', '보이스피싱통화', '보이스피싱범음성', '보이스피싱최신수법', '보이스피싱피해통화', '보이스피싱통화녹음']",이런 전화받으시면 어떻게 하셔야 되시는지 아시죠??
우영우가 보이스피싱범과 통화를 했다고? / WooYeongWoo Called voice phishing #shorts,파워녹취,2022-07-27,"['녹취록', '녹취', '속기', '속기사', '파워녹취속기사무소', '녹음', '음성녹음', '#shorts', '쇼츠', '쇼츠영상', '우영우', '이상한변호사우영우', '보이스피싱', '통화녹음']","우영우가 만약 보이스피싱범과 통화를 한다면을 가장하고 만든 영상입니다.
픽션이기에 실제 보이스 피싱범과의 사건과는 관련이 없음을 알려드립니다.
구독 좋아요 알림설정 부탁드립니다.

파워녹취속기사무소
- 민사, 형사 법정 자료제출
- 녹취록, 회의록, 출장 속기
- 핸드폰 복원, 외국어 녹취 및 번역
- 실시간 자막
문의 전화 : 1877-3127

#clovaDubbing으로 제작한 AI 보이스 입니다.

#녹취록 #녹취 #속기 #속기사 #파워녹취속기사무소 #파워녹취 #녹음 #음성녹음 #보이스피싱 #우영우 #이상한변호사우영우 #통화녹음 #shorts #쇼츠 #쇼츠영상"
[싸꼰X창] 보이스 피싱 이제 목소리로만 구별 어렵다?! _210707(수),KBS사사건건,2021-07-07,"['사사건건', '데일리뉴스', '이슈', '토크프로그램', '데일리시사', '여의도', '정치', '국회의원', '싸꼰', '뉴스', '여의도사사건건', '사사건건플러스', 'KBS', 'KBS1TV', '박찬형', '사사건건 라이브', '정치 이슈', '여의도 사사건건', '박찬형 앵커', '사사건건 플러스', '사사건건 출연진', '사사건건 출연', '실시간 검색어', '정치 핫이슈', '정치 뉴스', '사회 뉴스', '시사 뉴스', '시사방송', 'KBS시사방송', '시사 라이브', '라이브 방송', '시사기획창', '보이스피싱 웃음', '보이스피싱 검거', '보이스피싱 검사', '보이스피싱 검찰', '보이스피싱 김민수', '보이스피싱 뉴스', '보이스피싱 납치', '보이스피싱 녹음', '보이스피싱 농락', '보이스피싱 대처법', '보이스피싱 대처', '보이스피싱 대출', '보이스피싱 문자', '보이스피싱 목소리', '보이스피싱 메시지', '보이스피싱 보상', '보이스피싱 실제 통화', '보이스피싱 신고', '보이스피싱 사례', '보이스피싱 사기', '보이스피싱 추적', '보이스피싱 조선족', '보이스피싱 잡는법', '보이스피싱 처벌']",#보이스피싱 #보이스피싱수법 #보이스피싱사기
SENTV 은행서 발 넓히는 AI…상담·면접관·보이스피싱 탐지까지,서울경제TV 더하기,2018-11-23,[],"[앵커]
AI는 지난 2016년 3월 알파고와 이세돌 9단의 바둑 대결로 대중적인 주목을 받기 시작했는데요.
이후 은행권에서 고객 상담 챗봇 등 AI활용에 대한 연구가 본격화했습니다. 
이제 사람처럼 대화하는 AI상담사에서 AI면접관, 또 사람이 속을 수 있는 보이스피싱 여부를 판단해주는 AI까지 활동 영역을 넓히고 있습니다. 정훈규기자입니다.

[기자]
NH농협은행이 전화를 통해 음성으로 금융상담이 가능한 AI콜봇을 선보였습니다.

[농협은행 AI콜봇 상담 녹취]
“이체 한도 올리려면 어떻게 해야 돼?”
“현재 사용하고 있는 비밀 번호를 알고 계세요?”
“아니요”
“비밀번호를 모르는 경우 본인신분증, 통장, 도장을 준비해 가까운 영업점으로…”

대부분의 은행이 최근 몇 년 사이 문자를 통한 상담 챗봇을 도입했지만, 음성 상담이 가능한 것은 농협은행 AI콜봇이 처음입니다.
다만 농협은행에 따르면 문자를 사용하는 챗봇의 경우 고객 질문에 대한 답변률이 60% 수준에 올라 있는데, 콜봇의 답변률은 현재 30% 수준입니다.
당분간 답변이 안되는 내용은 상담콜센터로 연결되고, 콜봇은 대화데이터를 축적하며 지속적인 고도화 작업을 거칠 예정입니다.
AI는 단순 업무 처리에 있어 사람보다 일처리 속도가 빠르고 학습이 가능하다는 게 장점입니다.
이에 주목한 은행권은 AI를 챗봇 등 고객 상담 영역에 우선 활용해 왔는데, 최근 그 영역이 넓어지고 있습니다.
대표적인 것이 AI면접관입니다.
KB국민은행은 이번 하반기 공채때 PC와 웹캠 등을 활용한 AI면접을 새로 도입했습니다.
지원자가 AI의 질문을 듣고 답하는 형식으로, 면접을 마친 후에는 AI가 지원자의 표정과 음성, 질문에 대해 정확한 대답을 했는지 사용한 단어 등을 분석합니다.
AI의 학습능력은 보이스피싱 차단 기술로도 주목받고 있습니다.
기업은행은 내년 1월을 목표로 보이스피싱 탐지 앱을 개발하고 있습니다.
이 앱을 휴대전화에 설치하면 약 8,200여 건의 보이스 피싱 사례를 학습한 AI가 실시간으로 통화내용을 분석합니다.
이때 AI가 보이스피싱 확률이 일정 수준 이상인 것으로 판단하면 곧장 사용자에게 위험을 알려, 보이스피싱 피해를 획기적으로 줄일 것으로 기대됩니다. 서울경제TV 정훈규입니다./ cargo29@sedaily.com

[영상편집 김지현]"
보이스피싱 실제 범인 목소리,매일신문,2018-10-08,"['#대구', '#경북', '#뉴스', '#매일신문', '#사건사고', '#보이스피싱']",대구경찰청이 보이스피싱 예방을 위해  실제 보이스피싱 범인의 목소리를 편집한 영상을 공개했습니다.
고액 알바? 보이스피싱 수거책!…연예인도 낚였다 / KBS  2022.07.12.,KBS News,2022-07-12,"['KBS', 'KBS NEWS', 'KBS 뉴스7', 'KBS뉴스', 'NEWS', 'format:리포트', 'genre:사회', 'location:사회부', 'person:현예슬', 'series:뉴스 7', 'source:영상', 'type:방송', '뉴스', '뉴스7', '보이스피싱', '연예인', '고액 일당', '가담자', '경찰']","고액의 일당을 준다는 단기 일자리를 욕심냈다가, 졸지에  보이스피싱 가담자가 되는 일 계속 이어지고 있습니다. 최근엔 한 연예인까지 여기에 연루돼 경찰에 불구속 입건됐습니다. 일자리 광고가 턱없이 좋은 조건을 내세운다면, 반드시 의심해야 합니다. 현예슬 기자가 취재했습니다.

 [리포트]

 2010년대 중반, 역사를 다룬 창작 뮤지컬에서 주연으로 활약했던 A 씨.

 유명 밴드 그룹 출신에서 연기자로 변신하며 한때 폭넓게 활동했습니다.

 그런데, 지난달 16일  A 씨가 경기도 여주경찰서를 찾아 자수했습니다.

 현금 6백만 원을 누군가에게 전달하는 일을 하게 됐는데, 돈을 받는 순간 보이스피싱 '수거책' 역할이라는 생각이 들었다고 진술한 것으로 전해졌습니다.

 A 씨는 인터넷 구인 사이트에서 '고액 단기 일자리' 광고를 보고, 여주까지 이동해 일을 했던 것으로 드러났습니다.

 경찰서에서 피해자를 만나 현금을 모두 돌려줬지만, 경찰은 A 씨를 사기 혐의로 불구속 입건했습니다.

 A 씨를 꾀어낸 것과 비슷한 고액 일자리 광고는 여전히 구인 사이트에 넘쳐납니다.

 광고에 있는 연락처로 연락하면 비대면 면접이 이뤄집니다.

 '거래처에 가서 판매 대금을 받아오는 일',  '아주 간단하고 쉬운 일' 이라는 식으로 설명하고, 미심쩍어하면 전화로 설득에 나섭니다.

 [수거책 모집 상담/음성변조 : ""(제가 어떤 일을 하는 거죠?) 본인이 살고 계신 지역에서 1시간 정도 거리를 왔다 갔다 할 거예요. 하루에 최소 2건을 보장해 드리고. 최소 20만 원 정도는 버실 수 있습니다. 4대 보험도 가입해 드려요.""]

 모집 방식은 그때그때 달라지기도 합니다.

 경찰은 실체를 잘 몰랐더라도 보이스피싱에 가담하는 순간 처벌은 피할 수 없다며, 고액 일자리 광고를 주의하라고 당부했습니다.

 KBS 뉴스 현예슬입니다.

 영상편집:박상규/그래픽:최창준

▣ KBS 기사 원문보기 : http://news.kbs.co.kr/news/view.do?ncd=5507546

▣ 제보 하기
◇ 카카오톡 : 'KBS제보' 검색
◇ 전화 : 02-781-1234
◇ 홈페이지 : https://goo.gl/4bWbkG
◇ 이메일 : kbs1234@kbs.co.kr

#보이스피싱 #연예인 #고액일당"
진화하는 대출 미끼 보이스 피싱,KNN 부산뉴스 경남뉴스,2020-07-09,"['부산뉴스', '경남뉴스', '보이스피싱', '보이스피싱사례', '보이스피싱대처법', '보이스피싱피해']","원문 기사 더보기 

#부산뉴스 #경남뉴스 #보이스피싱 #보이스피싱대처법 #보이스피싱수법 #보이스피싱피해 #보이스피싱사례

▶KNN 뉴스 채널 구독하기 : https://www.youtube.com/channel/UC1ifSsWUG241rRfK0ezYCgA

▶KNN 뉴스 제보하기
홈페이지: http://www.knn.co.kr/jebonews 
카카오톡: KNN과 친구 맺고 채팅 - https://pf.kakao.com/_xaKgRV 
페이스북: 캐내네 메시지 전송 - https://www.facebook.com/knnstory/?ref=bookmarks
이메일: info@knn.co.kr 
전화: 1577-5999·055-283-0505 

홈페이지: http://www.knn.co.kr/category/news/hot-news
페이스북: https://www.facebook.com/knnstory/?ref=bookmarks
카카오톡: https://pf.kakao.com/_xaKgRV
인스타그램: https://www.instagram.com/knnsns/"
[경향신문] 모녀 웃음에 당한 보이스피싱 ‘오명균 수사관’ 잡혔다,이런 경향,2016-01-20,['경향신문'],영상제공 경찰청
"""서울중앙지검 김민수 검사입니다""…28살 취준생 죽음 부른 보이스피싱 그놈 목소리..",엠빅뉴스,2020-02-12,"['보이스피싱', '취준생', '검사사칭', 'CCTV']","검사와 검찰 수사관을 사칭한 보이스피싱 사기에 속아서 돈을 빼앗긴 한 20대 남성이 극단적인 선택을 하는, 안타까운 일이 벌어졌습니다. 경찰은 CCTV를 통해 용의자의 모습을 확인 했지만, 수사는 답보 상태 머물고 있습니다.

#보이스피싱 #취준생 #검사사칭 #CCTV"
2021년 1월 7일 대출 사기 보이스피싱(2회),healer0112,2021-01-07,[],"어느 금융사에서도 전화로 대출 받으라는 전화는 하지를 않습니다 그리고 문자로 서류를 요구하지 않습니다.(이영상은 편집하나없이 그대로 올립니다.)
좋아요와구독좀부탁드립니다."
도발하니 쌍욕하는 보이스피싱놈 하이라이트.,제이손,2011-09-29,['보이스피싱'],"(탈부착 가능한 로박 반도체 허리밴드)
https://smartstore.naver.com/comrpm/products/6302465904

(줄바꿈 가능한 신형 로박 히라냐 목걸이/ 가죽+체인 둘 다 가능)
https://smartstore.naver.com/comrpm/products/6302449761


""난 12가 뭔소린지 모른다 개새0야""
""니미 세상이 바뀌어져도 넌 사업 못한다. 개새끼야. 빨리 구두나 닦으러 나가"" 
""어디 낮부터 쳐 자고 지랄이야. 나 전화로 사기치는 사람이야""
""처음부터 알아봤다. 이새끼야 너같은 새끼가 돈이 어딨다고"""
수원시 재난기본소득 보이스 피싱 주의보,SUWON·수원,2020-04-10,"['수원', '수원시', 'suwon', 'korea', '영상', 'suwon (south korea)', 'suwon city south korea', '수원시청', '재난기본소득', '보이스피싱']","수원시 재난기본소득 보이스 피싱 주의보
#수원 #suwon #korea#재난기본소득#보이스피싱#주의#코로나19#코로나#국회의원선거#선거#경기도재난소득#경기도#염태영#수원시장#소득#10만원#슬기로운#사회적거리두기#마스크#KF94#재난#질병관리본부#정은경"
보이스피싱 꼼짝마(시민과 함께하는 보이스피싱 예방),대전경찰청,2021-02-19,[],"보이스피싱 꼼짝마(시민과 함께하는 보이스피싱 예방)
좀처럼 근절되지 않는 보이스피싱, 각종 피해사례 및 예방법을 숙지하고 시민들의 적극적인 신고를 통해  피해를 예방한다면 근절될수 있을  거라 확신합니다! 보이스피싱 예방을 위해 대전경찰이 앞장서겠습니다."
☎이혼했어요☎(100%실제녹음) 진짜 교묘하게 사람 꼬시네 보이스피싱 유부남들 조심하세요 /Voice fishing,삼둥이유 Triplets,2020-02-15,"['보이스피싱', '보이스', '피싱', '사기', '중국전화', '전화', '사기통화', '사이버수사', '100%', '리얼', '신종사기', '통장', '범죄', '서울지방', '미스터피자', '피자', '푸파', '피자헛', '런치붸페', '먹방', '뷔페', '무한리필', '스트리터파이터', '발차기', '아기장수', '삼둥이', '세쌍둥이', '아기', '웃긴영상', '육아방송', '성장영상', '노래방', '레전드', '재밌는영상', '성장', '장똘뱅이', '철구', '춤']","보이스피싱 아줌마 이혼각 결혼기념일 노출됨 레전드
보이스피싱 참교육 가즈아 /Voice fishing

아프리카tv 방송국:  [  http://bj.afreecatv.com/nubra600 ]
카카오톡:  [ nubra600 ]
메일 : [ jangddol102@gmail.com ]
유튜브주소:[https://www.youtube.com/channel/UCxAypDBQnOcAyF0IkugVz2Q?view_as=subscriber]

#맛집 #삼둥이 #부산 #먹방 #쌍둥이 #세상둥이 #보이스피싱 #Voice fishing#사기"
원탁의굴삭기사들-보이스피싱1편-/보이스피싱/대환대출/금융사기/굴삭기할부대출/녹음파일공개/,토이건설기계,2020-11-02,[],"김실장님의 실제 이야기를 들려드리겠습니다.

▼문의전화▼
토이건설기계대표번호 1800-2942

▼인스타▼
https://www.instagram.com/toylove18002942/

▼네이버카페▼
https://cafe.naver.com/toyconstruction/426

▼비지니스문의▼
minimedia_1105@naver.com

본 영상에 사용된 일부 영상 소스는 모셔니스트 코리아에서 무료로 다운로드 받을수 있습니다. https://motionist.kr


#보이스피싱#대환대출"
보이스피싱 예방영상,MG새마을금고홈페이지,2020-11-01,[],새마을금고 보이스피싱 예방영상입니다.
보이스피싱 전달책 되어버리는 알바 사기 수법 공개! 의심되면 일단 변호사 상담 필요한 이유!,소송가이드,2022-05-19,[],"#보이스피싱현금전달책 #보이스피싱알바 #보이스피싱변호사
★변호사 무료 상담신청
http://naver.me/xIJ9BmHn
★네이버 소송가이드 카페
https://cafe.naver.com/pharmacylove


본 음성은 인공지능 성우 서비스 타입캐스트에서 제작되었습니다.
인공지능 성우 소영
https://typecast.ai/"
보이스피싱 현금 수거책 전달책 무죄 집행유예 받은 이유는 이것입니다!,소송가이드,2022-06-23,[],"#보이스피싱현금수거책 #보이스피싱현금전달책 #보이스피싱전달책무죄
★변호사 무료 상담신청
http://naver.me/xIJ9BmHn
★네이버 소송가이드 카페
https://cafe.naver.com/pharmacylove


본 음성은 인공지능 성우 서비스 타입캐스트에서 제작되었습니다.
인공지능 성우 소영
https://typecast.ai/"
[예고편] 보이스 피싱 리얼 범죄 액션 '보이스(On the Line)',BUCKET STUDIO,2021-08-12,[],"#변요한 #김무열 #보이스
부산 건설현장 직원들을 상대로 걸려온 전화 한 통.
보이스피싱 전화로 인해 딸의 병원비부터 아파트 중도금까지,
당일 현장에서는 수많은 사람들이 목숨 같은 돈을 잃게 된다.
 
현장작업반장인 전직형사 서준(변요한)은 가족과 
동료들의 돈 30억을 되찾기 위해
보이스피싱 조직을 추적하기 시작한다.
 마침내 중국에 위치한 본거지 콜센터 잠입에 성공한 서준,
개인정보확보, 기획실 대본입고, 인출책 섭외, 환전소 작업, 
대규모 콜센터까지!
체계적으로 조직화된 보이스피싱의 스케일에 놀라고,
그곳에서 피해자들의 희망과 공포를 파고드는 목소리의 주인공이자 
기획실 총책 곽프로(김무열)를 드디어 마주한다.
 
그리고 그가 300억 규모의 새로운 총력전을 기획하는 것을 알게 되는데..
 
상상이상으로 치밀하게 조직화된 보이스피싱의 실체!
끝까지 쫓아 반드시 되찾는다!"
보이스피싱 사기대출 그러나 모지리,차실장,2020-06-24,"['보이스피싱.', '대출보이스피싱.', '소상공인대출', '대출', '사기꾼', '은행대출사기', '조선족', '조선족말투']","주작이라는분들계신데요.
주작 절대 아닙니다."
보이스피싱 당할 뻔했습니다 | 리얼한 보이스피싱 실제 통화녹음 | 소비자보호센터 사칭 조심하세요! | 02-501-9185,백말띠 미네씨,2022-03-08,"['보이스피싱', '신종보이스피싱', '시티즌코난', '보이스피싱사례', '스미싱', '보이스피싱사기', '스미싱피해', '보이스피싱예방', '보이스피싱피해', '소비자보호센터', '보이스피싱전화', '보이스피싱문자', '보이스피싱신고', '경찰청', '스미싱전화', '스미싱예방', '악성앱', '악성바이러스', '폴안티스파이', '보안강화프로그램', '2022년보이스피싱', '코로나', '코로나피해', '코로나사기', '1인미디어', '유튜버', '크리에이터', '백말띠미네씨']","#보이스피싱 #범죄 #신종보이스피싱 #코로나
안녕하세요, 백말띠 미네씨입니다!
최근 보이스피싱에 당할 뻔한 적이 있어서, 내용을 공유하고자 콘텐츠를 올립니다.

남 이야기라고 생각을 했었는데 전화로 직접 겪어보니 
'순간 나도 당할 수 있겠구나'하는 생각이 들더라고요.

얘네는 대놓고 제 개인정보가 유출이 되어서 도용당한 것 같다,
최근에 코로나로 인해 피해 사례가 많다며 오히려 조심해야 된다는 말까지 하네요, 흐흐.
이로 인해 정부에서 내려온 방침이 경찰청에서 제공하는 
'폴 안티스파이' 보안 강화 프로그램 설치를 도와주고 있다는데 정말 치밀하더군요.

다행히 금전적인 피해는 없었지만, 악성 앱 삭제는 물론 통장이랑 카드도 재발급했네요.
이번 기회에 경찰청이 진짜로, 직접 운영하는 보이스피싱 방지앱 ""시티즌코난""도 설치했습니다! 

이 영상이 보이스피싱 예방에 도움이 되었으면 합니다. 항상 조심, 또 조심하셔요!!!
===========================================================================
★
TV에서 만화를 보며 방송을 꿈꾸던 성우 지망생이 어느 날 방송PD가 되었고
더 나아가 이젠 어떤 콘텐츠로 세상을 만들어 나갈지 꿈꾸고 있는 크리에이터!
안녕하세요, 백말띠 미네씨입니다!

★ 
메일 : ycreator90@naver.com"
