Index,Text
4,그래서 쉽게 얘기 해서 억이 행단 보시 되잖아요 그래서 보통 넘지 않게 웬만하면 저희 그리고 인제 아까 외환 관리 위원 말씀 하신 같은데 외환 관리 위관 저희 한테 인제 환자 하시러 어느 신고 해야 되는 예요 급사 한다거나 아니면 통장 너무 많은 거래 있어서 들켰어요 시켰을 쉽게 얘기 해서 인제 은행 이나 금감원 에서 니까 라고 얘기 했을 거기 대한 소명 자료 밀지 외국 있잖아요 나오는 니까 에서 산전 아니냐고 그냥 빼드 박지 하게 인제 해야 되는 거든요 예전 외환 관리 위암 걸려가지고 이제 벌금 냈던 적도 있어요 예단 있어요
5,처음 아무 몰랐을 근데 지인 같은 경우 크게 걱정 하셔도 왜냐면 인제 노하우 라든지 이런 저희 가지 일단 하는 거든요 그래서 만약 내일 부터 인제 만약 정말 확인 하고 싶으시면 저희 고객 하고 통화 가능 하세요 근데 고객 넘치는 않을 예요 근데 이제 너무 불안하시다 하시면 나라 현재 번호 저희 전화 드리라고 요청 드리면 전화 드릴 있거든요 근까 그런 걱정 하셔도 되세요
6,근데 교찰 들어가고 이런 없는데
7,절대 없어요 절도 없어요 절대 없어요 그리고 만약 정말로 인제 통장 정말 문제 생겼어요 은행 전화 왔서 이렇게 하면 됩니까 그러면은 저희 이름 하셔도 되고요 혹시 은행 에서 전화 오진 않아요
8,그리고 진짜 막말 사장 어떻게 인제 잡코리아 통해 전화 받았다고 하는데 막말 그냥 입금 받고서 드리면 어떻게 되는 예요
9,입금 받고 드리면은 저희 인제 어쨌든 통화 내용 저희 이제 녹취 하진 않지 만요 이제 저희 한테 월일 말씀 주셨고 전화번호 주셨고 계좌 번호 하나은행 우리은행 주셨잖아요 저희 하고 인제 한다고 해서 저희 한테 넘겨주신 자료 잖아요 그니까 만약 인제 갖고 치웠어요 저희 저희 고객 한테 드려요 입금 저기 고객 입금 하신 통장 인데 죄송한데 전화 오셔가지고 지급 정지 내려 주시 이떻 달라 말씀 드려요 왜냐하면 여기 현지 에서 전부 아시 환전 하는 거든요 여기는요 완전 어떤 우리나라 지역 사회 어디 어느 또똘 침대 나라 예요 거기 그래서 만약 그런 사고 터지면 불이익 물론 먹겠죠 쉽게 해서 통장 빌려서 입금 한다거나 이런 니까 전자 금융 거래 이동 으로 저희 벌금 원만 내면 돼요
10,근데 만약 만약 그런 이상한 건수 버려 버리면 본인 통장 사용 동안 동안 하구요 그리고 통장 하는 아니라 은행 거래 아예 통장 만들지도 거래 있는데 개월 이후 대면 거래 라고 있어요 은행 에서 인제 창고 에서만 이제 얼굴 마주 보고 거래 있는 쉽게 얘기 해서 그거 가능해요 인제 처음 인제 이런 말씀 드린 누군가 협박 라고 위해 말씀 드린 아니라 굳이 필요 없는 잖아요 법치 밖에 되잖아요 이렇게 한다 이렇게 거야 라는 밖에 되는 잖아요 그래서 그런 말씀 굳이 서류 없기 말씀 거든요 그래서 만약 되면 물론 저희 피해 보지 본인 대해 그냥 저기 항고 하시면 아무 없는 예요
11,그래서 처음 에도 말씀드렸듯이 통장 에서 저희 이상 거래 거고 이하 거래 거고 이런 부분 설명 드렸잖아요 그래서 그런 걱정 하셔도 돼요
12,밖에
13,걱정 많이 되세요
14,전국 계획 많아요 이렇게
15,저희 솔직히 서울 에는 많이 있어요 서울 많이 있고 인제 대전 에는 지금 밖에 계세 잠시 주차장 도착 했다고 하는데요
16,알겠습니다 그럼 주차장 아니어서
17,잠시 그냥 전화 끊지 말고 나와주셔도 되실 같은데 잠깐 둔산 지점 농협 으로 가주시면 되나요 서로 찾기 편하게
18,잠깐 말씀 하세요
19,농협 그냥 가게 가주시면 되나요
20,그러세요
21,직원 혹시 아는 하면 처럼 끊을고 가셔도 상관없어요
22,친구 이름
23,인상 차이 어떻게 돼요
24,잠깐 카톡 하고 있어가지고 아이
25,주차장 이세 주차장 있다는데
26,정문 으로 갔었는데
27,입고 대요 회색
28,회사 타지
29,
30,저기 혹시 무슨 같은 내고 계신 인가
31,잠시 물어볼게요
32,되세요 맞다고 하네요
33,맞으면 오만 주시 돼요
34,그럼 저하 통화 하세요 일단
35,잠깐 지금 하고 있어요 전화 드릴게요
36,
1,여보세요 여보세요
2,다녀왔습니다 나눠서 차량 가격 저희 입금 해드립니다 처음 에는 전후 에서 계약금 입금 해드릴 겁니다 계약금 입금 드리면은 어차피 명의 해서 차량 구매 하는 니까 출금 하셔서 영업 사원 한테 전달 주시 돼요 그러면 이제 영업 사원 부산 가장 저희 거래 하는 코드 직점 있어요 지점 으로 가서 계약금 일단 전달 주고 다시 빌님 한테 오는 시간 중도 입금 됩니다 시간 전후 해서요
3,중독 찾고 영업 찾아계시고
4,그럼 마지막 잔금 마무리 임금 들어가지 않습니까 같이 원장 하고 저희 영업 차원 하고 잔금 들어갈 같이 기하 대리점 가주셔야 돼요 그래서 거기 차량 구매 계약서 상세 읽어 보시 사인 하시고 거기 저희 영업 사원 한테 대리점 에서는 수령 하세요 세리 에서는 대리점 직원 명의 빌려 가지 그런 생각 하니까 저희 그게 계약 싸인 하기 영업 사원 잠깐 아까 불러가지고 수수료 드리고 사인 겁니다 그러면 차량 구매 그날 끝나는 겁니다 시간 열한 부터 늦으면 빨리 오면 끝나는 예요 그니까 시간대 에는 시간 비워 달라 얘기 예요
5,면상 그러면은
6,간혹 가다 어떤 고객 들은 한테 오는 아니냐 그런데 이렇게 없는 이름 으로 명의 할부 라든가 리스 뽑으면 이건 나중 문제 소지 되는 겁니다 근데 전액 현금 주고 구매 했고 그날 구매 계약서 쓰는 계약서 싸인 하기 한번 말씀드리면 차량 가격 프로 수수료 건만 수령 하셨지 않습니까 마무리 예요 저희 보통 요즘 차량 현금 가로 하면은 현금 가로 구매 하면요 에서 늦으면 사이 차가 출고 됩니다
7,이상
8,충고 되는 영업직 같이 내려갑니다 다시 구상 그랬고 하고 그때 시간 정도 명의 이전 해주셔야 아닙니까 여기 명의 으로 있지만 실질 으로 저희
9,회사 회사 니까
10,마무리 되는 거고요 그래서 월요일 부터 금요일 사이 평일 부터 시나 까지 시간 비울 있는 일정 자부심 저희 일정 맞춰가지고 저희 영업직 부산 방문 하는 겁니다
11,진행 할려고 하면은 이번 금요일 언제 부터 따로 가능한 건가
12,저기 식목일 잖아요 그럼 공휴일 이니까 그대로 되고 한계 없습니다
13,다음 다음 주문 준비 왼쪽 이니까 다음 월요일 인가 가능한지
14,그러 저희 차량 구매 하는 저희 보통 하루 대서 구매 하는데 전액 현찰 이다 보니까는 그거 저희 일정 맞춰가지고 카톡 연락 드리고요 저희 전화번호 해서 개인 카톡 으로 해서
15,어제 카톡 따로 써가지고
16,그럼 메신저 쓰셔야 되는데
17,이미 끝나 초고 지금 잠시 지금 그러면 카톡 지금 깔고 있을게요
18,전화번호 카톡 저기 하세요 왜냐면 인제 출금 하시면은 출금 계약금 출금 해서 저희 영업 사를 건너줄 아닙니까 그러면은 총장 입출금 카톡 캡처 해서 보내주시면은 저희 가제 대표 한테 계약금 처리 완료 됐습니다 그러면 대표 이제 중도 보내 드리고 임금 보내 드릴 수수료 까지 같이 보내기 카톡 메신저 있어야 됩니다 그러면은 카톡 깔고 이나 일다 전화 드릴게요 일단 가능하시다는 얘기 일단 일로 일단 가상 예약 잡아놓고요 그리고 다시 한번 통화 하시죠
1,어디 자축 은행 나와졌대
2,저축은행
3,삼성 출고 했냐
4,이해 가시 다시 한번 설명 드릴게요 인지세 같은 경우 에는 고객 께서 이나 자금 자체 으로 보내 주셔야 대출 나가시 부요 대출 자금 대해 제외 되고 나가시 아니에요 쉽게 해서 구만 이라 자금 자체 고객 으로 처리 하는 아니라 저희 금융 업체 저희 삼성 저축은행 회사 자금 으로 드렸다가 출금 나가시 다시 저기 저축 다시 저희 회사 으로 돌려 받는 금액 입니다 근데 이전 명의 자체 고객 명의 신고 했던 부분 고객
1,여보세요 뭐라고요
2,앞전 사용 했던 상품 연대보증 상품 이란 계시 고객 입장 에서는 지금 어머니 께서 어머니 께서 채무자 통화 하신 원수 께서 위탁 채무자 이렇게 간단하게 있을텐데 오늘 심탁 보시 금융 에서는 채무자 채무자 공동 채무 분리 됐다 한마디 채무자 이신 예요 그래서 아마 그때 당시 서류 보내주신 본인 께선 고유 확인 소득 서류 로만 도움 주셨을 예요 그래서 고객 은행 에서는 별도 보증 서류 설정 서류 공증 서류 보는 없기 은행 에서는 고객 보증 이라는 서류 증명 없으세요 그래서 보증 상품 같은 경우 빨리 대안 처리 해야지만 채무 되시거나 그럴 일이 없으셔야 되기 어떻게 보면 고객 어머니 믿고 도움 주셔야 건데 도움 주신 거기 스스로 그렇게 되시면 되시잖아요 그래서 저희 금융 으로 요청 가지 연대 보증 상품 어머니 으로 개인 상품 으로 변경 처리 도움 드릴 거구 다만 드린 자금 기존 보증 상품 갚으시라고 드린 보증 채권 자금 이기 확실하게 보증 상품 상환 처리 해주 주실 보진 으로 최초 손금
3,자체 보진인 으로 손금 처리 도움 드릴 예요 일단 채무자 분들 같은 경우 에는 자금 받고 나서 본인 자금 급하시면 기존 있단 보증 갚거나 기존 대출 대안 처리 하면 위험성 있겠지만 보증 입장 에서 어느 정도 본인 위험 부담 가지 있기 무엇 보다 연대 보증 상품 없애는 중요하기 확실하게 기존 일단 보증 상품 대안 해주실 보증 으로 송금 처리 저희 진행 해드릴 거구 어머니 대출 받으신 있어가지고 그렇게 해서 저희 진행 드릴 거고 고객 오늘 송금 심사 받아 보시 일단 군데 일단 먼저 전화 들어가신다 생각 하시면 되세요
4,군데 전화 와요
5,일단 군데
6,좋은데
7,왜냐면 어머님 필요하신 자금 이랑 보증 채권 환하시는 자금 군데 맞춰지시기 군데 정도 에서만 자금 품금 나눠서 들어 신다고 생각 하시면 되세요 그렇죠 오늘 자금 받으신 다음 기존 있던 대출 이나 보증 상환 처리 주시 마무리 되시는 거구 오늘 이후 이상 전화 들어갈 없으세요
8,그리고 아까 손금 이라고 얘기 했잖아요
9,송금 그게 송금 한테 들어간 송금 자체 고객 한테 들어가시는 거구
10,손금 자체 고객 한테 들어가시는 거구 고객 한테 들었나구요
11,그렇죠 아버님 대출 받으신 있어서 그래서 아까 설명 드렸던 그건 보증인 으로 송금 처리 드릴 예요 연배 보증 이제 개인 상품 변경 처리 하는 있어 가지 앞전 지금 저희 자금 드리는 용도 그냥 지금 고객 보고 쓸데없이 대출 받으시라 말씀 드리는 아니구요 자금 드리는 용도 기준 일단 보증 이제 상환 처리 하라 드리 보증 채권 대한 자금 이기 기존 일단 보증 확실하게 대안 처리 주실 안전하게 확실하게 대안 처리 주실 본이는 으로 송금 처리 저희 진행 드리는 거구 이해 되셨어요
12,지금 그렇게 송금 되면 그다음 절차 문제
13,그다음 고객 자금 받으시고 나서 어머님 고객 직접 갚아주셔야 되고 아니시면 어머니 한테 자금 전달 주시 전달 전달 했다든 역서 저희 첨부 주시 되시구요 혹시 자금 받고 나서 그럴 없겠지만 고객 따른 용도 버리게 신다 러시 곤란하세요 그래서 혹시 자금 전달 되시기 까지는 보행 채무자 역할 심사 받아주시는 있으시구요 그래서 한국 투자 오케이 에서 전화 들어가시면 문자 번호 요령 대해 설명 드릴게요 사실 무관 하더라도 저희 요령 대해 설명 드리는 니까
14,그냥 인지 받기 자면전 궁금 생겨지고요 근데 지금 지금 번의 칭찬 받고 받는 잖아요
15,
16,그러 앞전 부서진 번의 심사 받았잖아요
17,지금 그니까 진행 어떻게 시냐 일차 이차 이렇게 나눠서 진행 한다고 생각 하시면 되시는데 앞전 에는 은행 저축 은행 거나 등장 되는 으로 가지
18,에서 벌써 벌써 받았잖아
19,어머님 받아서 기존 했던 대출 갚아 주셨잖아요
20,그럼 끝난 거지 다시 번의 심사 받고야 한테 떠들어오
21,그니까 지금 그걸 설명 드릴게요 지금 어머니 으로 보증 상품 받고 기준 대출 완납 하시는 부분 대해 고객 확인 로서 들어가신 거고 완납 주시 본인 해지 해야 된다고 말씀 드렸잖아요 그래서 완납 증명서 보냈다던데 완납 증명서 보내주셔야 가지 저희 해지 처리 드리려고 해지 자금 드리는 고요 지금
22,탄에 갖다가
23,고객 어머님 완납 하시는 조건 대해 고객 보증 주셨래요 그래서 어머님 기준 일단 대충 완납 처리 해주셨잖아요 그니까 이제 보증 채권 이제 해지 드려야 되잖아요
24,근데 해질 해야 되는데 군데 만나는지
25,그니까 지금 군데 받으시는 이유 저희 보증 채권 해지 라고 드린 자금 있으시고 어머님 기준 있던 대출 상환 처리 되시는 있으셔가지고 나머지 자금 맞춰 드리는 있기 이렇게 오는 자금 추가 자금 이나 기존 있던 대출 금리 상환 처리 하시는 보인 채권 갚는 금액 이랑 마무리 진행 신다고 말씀 하세요
26,그러면 지금 이번 대출 얼마 나오는 예요
27,지금 진행 되시는 기존 있던 보증 상품 상환 처리 주시 거고 어머님 나머지 금액 이제 갚으시는 금액 추가 자금 같이 합쳐가지고
28,나냐고요
29,토탈 금액 지금 받으시는 거구
30,팩트
31,개인 으로 쓰시 라고 드린 자금 아니고 기존 있던 대출 나머지 대합 했던 갚고 보증 상품권 갚고 추가 자금 쓰시 해서 마무리 드리는 거구
32,군데 에서 대출 얼마 받는 건데
33,군데 에서 대략 금액 나간다고 생각 하시면 되세요
34,그러면 지금 이렇게 되는 아니죠 얘기 하잖아요 얘기 들어 봐요 지금 지금 여기 일주일 전화하면서 짜증 하시잖아요 앞뒤 선후 정확하게 설명 해야지 무슨 두리 그냥 넘어가 버리고 그냥 전화 가다가 사인 그게 지금 예요 지금
35,그래서 지금 결제 에서 최종 으로 확실하게 지금 어떻게 진행 되고 마무리 되는지 지금 그래서 설명
36,하나 했잖아 요금 뿌려 니까 지금 대답 하는 잖아요 어보 니까 대답 하는 설을셨요 했다니까
37,어제
38,어쨌든 어머니 얘기 하는 지키고 에서 업무 보면서 그런한 상황 대한 절차 정확하게 얘기 하셔야죠 계속 해하 만들고 지금 가요 군데 연락 와야 되는지 얘기 하지 군데 전화 올니까 전화 받으라고 담당자 생각 맞다고 생각 하세요 입장 고객 입장 라면
39,앞전 설명 드린 알았 어요 봤다 마지막 으로 설명 드리는 거고 그래서 설명 드린 고객 으로 군대 에서 진행 되시는 건지
40,물어봐야요
41,지금 해나 불명 주셔도 설명 어차피 들어가야지만 이해 하시고 진행 되시는 거기 말씀 그리고요 지금 들어가죠
42,그냥 거기 대한 견대 보장 들어가는 거야 지금
43,아니야 지금 진행 되시는 연대 보증 으로 들어가시는게 아니지 지금 자금 추가 자금 받으신 대해 보증 채권 자금 이랑 어머님 추가 자금 쓰시 대해 융통 받아 보신 있어 가지 항상 제자 받아 보시 거고
44,현금 심사 받아 보는 고요
45,설명 저희 드리는 아니고
46,드린 예요 정확하게 홍성민 장한테도 전달 해서 도대체 이해 되는 이유 어떻게 이렇게 처리 하는지 도대체 이해 수가 없다니까
47,
48,지금 처음 들었다니까 심사 하고 있는 지금 방금 들었고 그다음 금액 얼마 되는지도 당사 잔데 아무 얘기 들었고 부모님 어머니 한테 전화 듣는 얘기 듣는 중요한 아니라 업체 에서 전달 해줄 연성 건데 불구 하고 아무 얘기 해보시면 전화 연결 됐다고요 제발 무슨 인지 아시
49,네네 단합 장님 한테 고객 한테 자세한 설명 드릴려고 인지 시켜 드릴게요
50,알겠어 그런데 아마존 체안 있어가지고
51,저희 어떻게 보면 빠르게 처리 하는 있고 들어 상품 들어 개념 대해 설명 할라 그러면 워낙 기어 지다 니까 진행 하면서 중간 중간 설명 드리면서 진행 하시는 방법 있으세요 왜냐면
52,빠르게 하려면 더욱더 자세하게 선행 하자 그야 납득 하고 그거 맞춰서 가주 봐요 지금 처럼 처음 얘기 됐으면 지금 담당자 이런 얘기 필요 없잖아요 지금 일주일 하니까 너무 지금 짜증 나가지고
53,고객 입장 에서도 어떻게 보면 고객 대출 받으실려고 이렇게 진행 하시는 아니시고 어떻게 어머님 도움 주시 있어 가지 엄마 하시는데 왜냐면 직장 까지 하시면서 전화 받아주실려고 하니까 스트레스 많이 받았을 예요 으로 스트레스 받게끔 오늘 확실하게 마무리 해지 자세한 설명 드리고 고객 주문 하기 자세한 설명 해드린 다음 오해 없게끔 전화 받아야 되는지 차라리
54,미리 얘기 하는고 시원하게 고객 진행 있도록 말씀 드릴게요
55,그렇게 가지 군데 에서 전화 들어가신다 생각 하시면 되시구요 일단 한국 투자 한국 투자 그리고 저축 이렇게 진행 신다고 생각 하시면 되시구요 금액 맞춰 주시 계사 넣어 가지 최대 빨리 맞춰 드릴 거구 그래 한국 투자 에서 처음 이제 아까 지금 설명 드린 대로 한국 투자 전화 들어가실 예요 필요하신 금액 먼저 물어보시면 일단 최대한 도로 얘기 주세요 친정 고지 다섯 가지 밖에 없으세요 질문 하는 다섯 가지 금지 되시면 빨리 빨리 진행 드릴 건데 심사 보실 사실 무관 하더라도 심사 보는 요령 이랑 빠르게 심사 되기 위해 간단 간략하게만 설명 드릴 심사 번호 묻는 질문 대해 간략하게 설명 된다는 예요 그게 꼬라닥 자세한 설명 해드리겠다고 하는 그래 가지 한국 투자 저축은행 에서 전화 들어가시면 처음 대출 신청 경로 물어보실 예요 그러면 그냥 인터넷 블로그 혹시 메모 가능하세요
56,맞아 얘기 하세요 인터넷 블로그 보고 대출 신청 주셨다고 말씀 주시 되시구요 필요한 금액 물어보시면 일단 최대한 도로 얘기 했어요 최대한 얼마 물어보시면 일단 얘기 주세요 한국 투자 에다가 그럼 고객 궁금하시 아까는 라고 놓고서 이러실 수도 있는데 그래서 심사 요령 이라고 말씀드리는 예요 라고 해서 나오 오는 아니잖아요 어머님 서류 들어가시다 보면 말실수 거나 부정 요인 확인 되시면 감액 수도 있기 일단 잡아서 일단 라고 이렇게 말씀 드리는 거구 그래서 조금 사실 무관 하더라도 심사 요령 대해 말씀 드리면 되는 거고 삼천 사용 자금 어떻게 되시냐 이렇게 물어보시면 간단하게 생활 안정 자금 이라고 얘기 주세요 그거 대해 설명 해드리자면 고객 들어 자금 아니다 기존 에다 어머니 였다 자금 전달 하고 완납 처리 하고 변제 하고 대화 이런 으로 들어가시면 에서 정밀 심사 넘어가기 심사 소요 다음주 까지 넘어가요 곤란하시잖아요
57,간단해 고객 쓰실 스포츠 그냥 생활 안정 자금 이라고 말씀 주세요 그리고 정규직 계약 이냐 무기 이냐 물어보시면 그냥 일단 정규직 이라고 말씀 주시 되시고 계약 이지 무기 이냐 그게 중요한 아니고 심사 보실 묻는 그냥 답변 대해 말씀드리는 예요 식이 라고 얘기 주세요 그리고 월세 전세 자가 물어보시면 그거 앞전 한번 심사 받아 보셔서 아시겠죠 그렇게 있는 그대로 말씀 주시 되시고 그리고 에서 금리 대안 대해 안내 받은 있냐 물어보시면 없다라고 말씀 주시 되시고 실질 으로 어머님 높은 에서 낮은 혜택 받아 보실려고 맞는데 금융 에서 들어 기존 대책 대안 하고 플스 갚아 버리고 러시 금액 감액 되신 이에요 그래서 에서 내면 금리 대안 대해 안내 받을 있냐 그럼 없다고 말씀 말씀 주시 되시구요 가지 없는 예요
58,하나 그리고 타사 대출 동시 진행 하시는 있냐고 물어보시면 없다 라고 말씀 주시 되시구요 그니까 실질 으로 타서 대출 동시 진행 고객 하고 있는 맞아요 근데 에서는 다른 진행 하고 있다 그러면 금액 맞춰지니까 카드 진행 하시는 처럼 말씀 주시 되세요 그니까 한국 투자 에서는 한국 투자 에서만 진행 하는 그리고 오케이 저축 오케이 에서만 보는 이렇게 말씀 달라 말씀드리는 예요 끝나셨거든요
59,아셨어요
60,그럼 이제 고객 궁금하신 말씀 해주시 바닥 쪽쪽 심사 보실 역질 문하거나 에다 이건 아니요 저건 아니요 이러면시면 제대로 인지 됐거나 왜냐면 어머님 예의 진행 되시는 니까 중간 심사 에선 심사 매뉴얼 보는 건데 예외 건로 진행 금융 과장 저희 얘기 중간 심사 에서는 몰라요 그러기 고객 거기 질문 하신 아마 그냥 진행 인지 됐다 해서 부결 처리 수가 있어가지고 심사 보실 묻는 질문 대해 간단하게 답변 주시 궁금하신 있으면 한테 말씀 주셔야 되거든요 그래서 지금 까지 궁금하신 있으면 한테 말씀
61,그러면은 지금 심사 들어가잖아요 지금 심사 들어간다 했는데
62,지금 심사 들어간다 하는데
63,그니까 지금 분명 지금 대출받는 잖아요
64,
65,아까 앞서는 연대 보증 이었는데 정확하게 오케이 에서 받는 그렇죠 에게 상황 어떻게 되는 예요 연습 해보죠 보내 아니요 대출받는
66,연대보증 일단 자도 들어가시는 없으시고 보증 상품 받으신 고객 들어 자금 상금 어떻게 되시냐고 물어봤을 보증 상품 갚는다고는 얘기 하지 마세요 왜냐면 보증 채권 대안 심사 까지 받아주셨기
67,일단 고객 지하시게 고객 대출 받으시는 물어보셨잖아요
68,그게 아니시고 일반 으로 고객 대출 받으실 가까운 은행 지점 은행 가셔 가지 낮은 받아서 어머님 한테 빌려주셨겠지 그게 아니시구요 지금 고객 어머님 대출 받으신 있어 가지 고객 명의 들어가시는 맞으세요 왜냐면 송금 자이시 근데 본인 인적 무진 명의 들어가고 송금 받으시는 되잖아요 결관 있어 가지 고객 명의 들어가시는 맞대 자금 받고 나서 다른 용도 버려요 고객 부채 잡히시는 맞아요 그치만 그렇게 해서 끝나시는 아니시고 어머님 한테 자금 전달 주고 전달 했다는 역서 보내 주셔야지만 지금 현재 통화 지금 아드님 쓰시 아니시고 어머님 통장 들어오시는데 저희 전산 에서도 확인 되기 어머님 저희 단독 재계약 들어가시면서 고객 하고 관계 없게끔 저희 진행 드리는 예요
69,취소 언제 진행 한다는 거예
70,그거 완납 나머지 완납 첨부 되시면 바로 들어가시는
71,알겠습니다
72,설명 드렸죠 궁금하신 있으면 지금 말씀 그때 심사 보실 갑자기 변수 생긴 이상한 질문 가지 헷갈릴 수도 있어요 글쎄요 그런 하나 하나 선물 드릴 니까 심사 조금 빨리 끝나셔야지만 고객 전화 아마 들어가셔야 아니에요 그래서 일단 묻는 질문 대해 서는 일단 답변 주시 되세요 작사 대출 받으시는 처럼 말씀 주시 피록 말씀드렸다시피 한국 투자 자축 은행 인터넷 블로그 야자 한국 전화 오셨어요 처음 대출 신청 어떻게 주셨어요 이렇게 물어보시면 뭐라고 답변 라고 말씀드렸죠
73,어떻게 도시
74,인터넷 블로그 들어 그거 상담사 모집 미움 같은 아마 자동 배정 으로 들어가실 거구 상담사 모집 이름 코드 번호 있어요 모집 이라고 그래서 상담사 한테 상담 받았냐고 물어보시면 손승민 담당자 말씀 하시는 아니시고 저희 접수 코드 상담사 라고 가지 주민 상담사 이름 최헌 최현 최현 상담사 한테 상담 받았다고 말씀 주시 되세요 한국 투서 에서 대출 신청 어떻게 주셨냐 물어보시면 신청 경로 인터넷 블로그 보고 신청 했다 얘기 주시 어느 상담사 한테 상담 받았는지 모집 물어보시만 최현 상담사 한테 상담 받고 신청 했다고 말씀 주시 되시고요 최현 상담사 그리고 피로 금액 어떻게 되세요 이렇게 물어보시면 최대한 최대한 얼마 물어보시면 말씀 주시 되시고 사항 용도 어떻게 되시냐 물어보시면 생활 안정 자금 이라 말씀 주시겠구요 싫다 만이 어머님 한테 전달 보증 상품 아침 받은 대안 이렇게 얘기 하지 마시구요
75,이해 되셨죠 보증 쓰고 있는 이냐 물어보신 없다고 말씀 주십면 지금 혹시 먼저 물어봤을 이렇게 답변 하라 말씀드리는 예요 이제 먼저 말씀 하실 필요 없이 정규직 계약 부르면 정규직 그리고 그리고 사표 대출 진행 하고 있냐고
76,집도 가고
77,금리 대안 대해 안내받은 있냐고 물어보시면 없다 마지막 했던 가지 없는 나머지 용정 에서 알겠다 답변 주시 되시고요
78,일단 마지막 볼게요 지금 자금 사유 어떻게 그랬잖아요 그때 안내 마자 감정 자금 이라 했잖아요 데거 지명 이나 손금 자금 이라고 아까 설명 드렸는데 어머니 한테 가는 거지 한테 그런 거지
79,그래서 그래서 아까 설명 드렸던 건데 만약 고객 싫다고 아니다 무슨 소리 어머님 한테 자금 전달 하고 부동산 품도 갖고 어머니 완납 처리 이러면 대한 정밀 심사 넘어가기 저희 신청 경우 심사 빠르게 끝내 드릴려고 생활 안정 자금 신청 해놨단 이에요
80,안정 자금 으로 나가는 잖요
81,고객 명의 들어가신다고 말씀 고객 명의 들어가시되 어머니 한테 전달 주시 그래서 전달 했다는 역서 첨부 되시면 어머님 쓰시 전산 확인 되기 어머니 저희 단독 제약 저희 특성 들어가실 예요 일단 고객 또다시 전화 받아주셔가고 전환 심사 본인 받아주는 아니고 최종 으로 어머님 으로만 명예 잡히시는 거기 어머님 은화 하겠다 이래서 말씀 드리는 예요 끝내셨죠 이해 되신 거지
82,연락 주시고요
83,일단 심사 전화 들어가시면
84,홍성민 한테 간단하게 전화 들어가라고 말씀드릴 진짜 바로 바라보시면 되세요
85,
1,IBK 고객 IBK 기업은행 아세요 고객 저희 주차 자리 따로 없어서요 IBK 기업은행 건물 오시면은 주차 자리 따로 있어요 고객 으로 오시 되구요 그니까 찍고 오실 오로라 고객 바로 맞은편 오로라 월드 빌딩 이라고 있거든요 영업 입니다 영업 영업 대출 관리 상담사 최대 대리 라고 하구요 에서 고객 으로 오시잖아요 저희 고객 저희 영업 인데 까지 고객 께서 직접 저희 이제 금액 왔다 갔다 하는 회사 고객 직접 올라오실 없어요 고객 에서 고객 저희 경비 직원 있으시잖아요 거기 영업 최거 최대 대리 연결 최대 대리 자리 연결 해달라고 하시면은 에서 경비 비실 에서 한테 연결 을해 주실 예요 그러면 적겨 저희 겨실 있으니까 방문 예정 주시 지금 그거 까지 예약 잡아 놓을게요 정도 방문 가능하세요 고객 오늘 방문 하시는 아니면 고객 지금 계시는 계약서 들고 갈까
2,기분 나빠서 그래요 고객 지금 계시는 으로 계약 해서 계약서 들고 갈까 고객 출금 지금 출금 지금 나가시 니까 받아 보시 그다음 지금 바로 갈까 고객 러시 개인 휴대폰 번호 말씀 하세요 고객 개인 휴대폰 번호 까지 알려 드려야 되나요 고객 러시 고객 고객 이랑 개인 으로 금정 거리 있다 오해 받을 수도 있는데 괜찮으시겠어요 휴대폰 번호 까지 잠시 한번 여쭤 휴대폰 번호 안내 해도 괜찮으세 잠시 그럼 고객 그러시면요 휴대폰 번호 지금 어차피 고객 자금 나가실 잖아요 자금 나가시 나서 지금 고객 알려 드려도 괜찮을까요 왜냐면 그게 나을 왜냐면 지금 자금 나가시기 고객 한테 핸드폰 으로 개인 휴대폰 으로 안내 에서 영업 하는 아니에요 고객 아시겠지만 러신 고객 이랑 단돈 짜리 장이 오고 가도 되는 거든요 고객 그러니까 지금 자금 나가신 나가신 다음 고객 께서 전화 주시면은 고객 께서 이제 한테 말씀 주시 그때 핸드폰 으로 알려 드려도 괜찮나요
3,그건 괜찮으시겠죠 그러면 고객 방문 고객 오늘 자금 받으시더라도 사과 제구 오늘 자금 받으시더라도 고객 고객 으로 방문 하던 고객 한테 오시던 뭔가 폐기 하시는 나을 같아요 이러면 고객 지금 고객 어차피 고객 이랑 통화 드린 녹취되 계시 고객 고객 한테 내는 아니라 고객 고객 회사 에서 고객 심화 써야 돼요 고객 이렇게 상담 굉장히 돼요 고객 아실지 모르시겠지만 그렇게 지금 고객 저희 이제 최대한 안전 장치 있어야 되는 잖아요 처럼 하는 없었다고 그러 이제 금방 나가시는데 고객 전화 끊으시면 어떻게
1,성함 어떻게 되십니까 고객
2,한해 방금 어떤 성모 한테 전화 왔는데 여쭤을려고 하니까 바로 전화 끊어 버리더라고요
3,누가 누구 한테 전화 가셨다고요
4,아니요 거기 전화 왕서 아니야 친한 은행 대출 있으면 동의 하면 연락 주겠다고 하면서
5,그러십니까 저희 이제 금리 금리 대출 불채 지금 보유 하신 한해 저희 이제 ARS 발송 드린 부분 이구 불편하셨으면 저희 차단 시켜 드리겠습니다 고객
6,거기 통화 어디 예요
